Publisher Name,URL,Brand Search Volume,Domain Type,Classifier-A1
ThinkAdvisor,thinkadvisor.com/,"1,300",Content Focused (CF),Major Publication (MP)
Travel Pulse,travelpulse.com/,"1,300",Content Focused (CF),Major Publication (MP)
American Journal of Preventive Medicine,ajpmonline.org/,"1,300",Content Focused (CF),Major Publication (MP)
Financial Advisor Magazine,fa-mag.com/,"1,300",Content Focused (CF),Major Publication (MP)
National Real Estate Investor,nreionline.com/,"1,300",Content Focused (CF),Major Publication (MP)
The Mortgage Reports,themortgagereports.com/,"1,300",Content Focused (CF),Major Publication (MP)
Foundr,foundr.com/,"1,300",Content Focused (CF),Major Publication (MP)
JP Magazine,jpmagazine.com/,"1,300",Content Focused (CF),Major Publication (MP)
Auto Week,autoweek.com/,"1,000",Content Focused (CF),Major Publication (MP)
Xconomy,xconomy.com/,"1,000",Content Focused (CF),Major Publication (MP)
Americas Quarterly,americasquarterly.org/,"1,000",Content Focused (CF),Major Publication (MP)
Empr,empr.com/,"1,000",Content Focused (CF),Major Publication (MP)
Roads and Kingdoms,roadsandkingdoms.com/,"1,000",Content Focused (CF),Major Publication (MP)
Dirt rider,dirtrider.com/,"1,000",Content Focused (CF),Major Publication (MP)
Journal of Light Construction,jlconline.com/,"1,000",Content Focused (CF),Major Publication (MP)
Diabetes Forecast,diabetesforecast.org/,"1,000",Content Focused (CF),Major Publication (MP)
New Parents,newparent.com/,"1,000",Content Focused (CF),Major Publication (MP)
Southern Bride,southernbride.com/,"1,000",Content Focused (CF),Major Publication (MP)
National Mortgage News,nationalmortgagenews.com/,880,Content Focused (CF),Major Publication (MP)
Health Data Management,healthdatamanagement.com/,880,Content Focused (CF),Major Publication (MP)
Boat International,boatinternational.com/,880,Content Focused (CF),Major Publication (MP)
Cruising World,cruisingworld.com/,880,Content Focused (CF),Major Publication (MP)
Franchise Times,franchisetimes.com/,880,Content Focused (CF),Major Publication (MP)
Yachting Magazine,yachtingmagazine.com/,880,Content Focused (CF),Major Publication (MP)
Oil and Gas Investor,oilandgasinvestor.com/,880,Content Focused (CF),Major Publication (MP)
Metro US,metro.us/,720,Content Focused (CF),Major Publication (MP)
Bridal Guide,bridalguide.com/,720,Content Focused (CF),Major Publication (MP)
Four Wheeler Magazine,fourwheeler.com/,720,Content Focused (CF),Major Publication (MP)
BizTech,biztechmagazine.com/,720,Content Focused (CF),Major Publication (MP)
Old House Journal,oldhousejournal.com/,720,Content Focused (CF),Major Publication (MP)
The Harris Poll,theharrispoll.com/,590,Content Focused (CF),Major Publication (MP)
Mustang Monthly,mustangmonthly.com/,590,Content Focused (CF),Major Publication (MP)
Autism Parenting Magazine,autismparentingmagazine.com/,590,Content Focused (CF),Major Publication (MP)
AI Magazine,aimag.com/,590,Content Focused (CF),Major Publication (MP)
Bank Director,bankdirector.com/,590,Content Focused (CF),Major Publication (MP)
Blasting News,blastingnews.com/,480,Content Focused (CF),Major Publication (MP)
Realty Times,realtytimes.com/,480,Content Focused (CF),Major Publication (MP)
Inside Weddings,insideweddings.com/,480,Content Focused (CF),Major Publication (MP)
Old Cars Weekly,oldcarsweekly.com/,480,Content Focused (CF),Major Publication (MP)
This is Insider,thisisinsider.com/,390,Content Focused (CF),Major Publication (MP)
IT World,itworld.com/,390,Content Focused (CF),Major Publication (MP)
Finance Magnates,financemagnates.com/,390,Content Focused (CF),Major Publication (MP)
Insurance News Net,insurancenewsnet.com/,390,Content Focused (CF),Major Publication (MP)
Oxford Journals,oxfordjournals.org/,390,Content Focused (CF),Major Publication (MP)
Quick and Dirty Tips,quickanddirtytips.com/,320,Content Focused (CF),Major Publication (MP)
The Fiscal Times,thefiscaltimes.com/,320,Content Focused (CF),Major Publication (MP)
Overdrive Online,overdriveonline.com/,320,Content Focused (CF),Major Publication (MP)
Mopar Muscle Magazine,moparmusclemagazine.com/,320,Content Focused (CF),Major Publication (MP)
Professional Mariner,professionalmariner.com/,320,Content Focused (CF),Major Publication (MP)
Conscious Lifestyle Magazine,consciouslifestylemag.com/,260,Content Focused (CF),Major Publication (MP)
OnWallStreet,onwallstreet.financial-planning.com/,260,Content Focused (CF),Major Publication (MP)
Ocean Home Magazine,oceanhomemag.com/,260,Content Focused (CF),Major Publication (MP)
Motor Trader,motortrader.com/,260,Content Focused (CF),Major Publication (MP)
Dirt Wheels Magazine,dirtwheelsmag.com/,260,Content Focused (CF),Major Publication (MP)
The Balance Everyday,thebalanceeveryday.com/,210,Content Focused (CF),Major Publication (MP)
Both Sides of the Table,bothsidesofthetable.com/,210,Content Focused (CF),Major Publication (MP)
Cool Mom Tech,coolmomtech.com/,210,Content Focused (CF),Major Publication (MP)
Fathom Away,fathomaway.com/,210,Content Focused (CF),Major Publication (MP)
Home and Design,homeanddesign.com/,210,Content Focused (CF),Major Publication (MP)
Road and Travel,roadandtravel.com/,210,Content Focused (CF),Major Publication (MP)
Camels and Chocolate,camelsandchocolate.com/,210,Content Focused (CF),Major Publication (MP)
Good Is,good.is/,170,Content Focused (CF),Major Publication (MP)
IT Business Edge,itbusinessedge.com/,170,Content Focused (CF),Major Publication (MP)
Boating Mag,boatingmag.com/,170,Content Focused (CF),Major Publication (MP)
World Hum,worldhum.com/,170,Content Focused (CF),Major Publication (MP)
Extreme How To,extremehowto.com/,170,Content Focused (CF),Major Publication (MP)
Fintech Finance,fintech.finance/,170,Content Focused (CF),Major Publication (MP)
Your Teen Magazine,yourteenmag.com/,170,Content Focused (CF),Major Publication (MP)
Car Wash Magazine,carwash.com/,170,Content Focused (CF),Major Publication (MP)
Asian Entrepreneur,asianentrepreneur.org/,170,Content Focused (CF),Major Publication (MP)
Land Report,landreport.com/,170,Content Focused (CF),Major Publication (MP)
Maptia,maptia.com/,140,Content Focused (CF),Major Publication (MP)
MMM Online,mmm-online.com/,140,Content Focused (CF),Major Publication (MP)
Starts at 60,startsat60.com/,140,Content Focused (CF),Major Publication (MP)
Super Motors,supermotors.net/,140,Content Focused (CF),Major Publication (MP)
National Mortgage Professional,nationalmortgageprofessional.com/,110,Content Focused (CF),Major Publication (MP)
Alley Watch,alleywatch.com/,110,Content Focused (CF),Major Publication (MP)
Mortgage Professional America,mpamag.com/,110,Content Focused (CF),Major Publication (MP)
Wedding Style Magazine,weddingstylemagazine.com/,110,Content Focused (CF),Major Publication (MP)
Adore Magazine,adoremagazine.com/,110,Content Focused (CF),Major Publication (MP)
Adventure Bike Rider,adventurebikerider.com/,110,Content Focused (CF),Major Publication (MP)
Verge Magazine,vergemagazine.com/,110,Content Focused (CF),Major Publication (MP)
Tomorrows Technician,tomorrowstechnician.com/,110,Content Focused (CF),Major Publication (MP)
New Food Magazine,newfoodmagazine.com/,90,Content Focused (CF),Major Publication (MP)
Underhood Service,underhoodservice.com/,90,Content Focused (CF),Major Publication (MP)
Global Banking & Finance,globalbankingandfinance.com/,70,Content Focused (CF),Major Publication (MP)
Motortopia,motortopia.com/,50,Content Focused (CF),Major Publication (MP)
Destination Wedding Magazine,destinationweddingmag.com/,50,Content Focused (CF),Major Publication (MP)
The Cultureist,thecultureist.com/,50,Content Focused (CF),Major Publication (MP)
Borders of Adventure,bordersofadventure.com/,50,Content Focused (CF),Major Publication (MP)
Area Voices,areavoices.com/,30,Content Focused (CF),Major Publication (MP)
The Travel Magazine,thetravelmagazine.net/,30,Content Focused (CF),Major Publication (MP)
Everything Zoomer,everythingzoomer.com/,20,Content Focused (CF),Major Publication (MP)
Go World Travel,goworldtravel.com/,20,Content Focused (CF),Major Publication (MP)
Business Finance Magazine,businessfinancemag.com/,20,Content Focused (CF),Major Publication (MP)
The Worlds Best Ever,https://theworldsbestever.com,20,Content Focused (CF),Major Publication (MP)
Biz Community,bizcommunity.com/,10,Content Focused (CF),Major Publication (MP)
Bit Rebels,bitrebels.com/,10,Content Focused (CF),Major Publication (MP)
JAH Online,jahonline.org/,10,Content Focused (CF),Major Publication (MP)
Business Chief,businesschief.com/,10,Content Focused (CF),Major Publication (MP)
IT Business Net,itbusinessnet.com/,10,Content Focused (CF),Major Publication (MP)
Wall Street and Tech,wallstreetandtech.com/,10,Content Focused (CF),Major Publication (MP)
Skipser,skipser.com/,10,Content Focused (CF),Major Publication (MP)
Organic Lifestyle Magazine,organiclifestylemagazine.com/,10,Content Focused (CF),Major Publication (MP)
Street Rodder Web,streetrodderweb.com/,10,Content Focused (CF),Major Publication (MP)
Perceptive Travel,perceptivetravel.com/,10,Content Focused (CF),Major Publication (MP)
A Little Adrift,alittleadrift.com/,10,Content Focused (CF),Major Publication (MP)
Web CPA,webcpa.com/,10,Content Focused (CF),Major Publication (MP)
Epicure and Culture,epicureandculture.com/,10,Content Focused (CF),Major Publication (MP)
Covet Edition,covetedition.com/,10,Content Focused (CF),Major Publication (MP)
Motorcycle Mojo,motorcyclemojo.com/,10,Content Focused (CF),Major Publication (MP)
Motoress,motoress.com/,10,Content Focused (CF),Major Publication (MP)
SFGate,sfgate.com/,"630,000",Content Focused (CF),Major Publication (MP)
New Yorker,newyorker.com/,"2,400",Content Focused (CF),Major Publication (MP)
Market Watch,marketwatch.com/,"673,000",Content Focused (CF),Major Publication (MP)
Biz Journals,bizjournals.com/,320,Content Focused (CF),Major Publication (MP)
Inc.,inc.com/,"49,000",Content Focused (CF),Major Publication (MP)
Arstechnica,arstechnica.com/,"90,500",Content Focused (CF),Major Publication (MP)
Life Hacker,lifehacker.com/,"90,500",Content Focused (CF),Major Publication (MP)
CS Monitor,csmonitor.com/,"2,400",Content Focused (CF),Major Publication (MP)
IB Times,ibtimes.com/,70,Content Focused (CF),Major Publication (MP)
Pop Sugar,popsugar.com/,"110,000",Content Focused (CF),Major Publication (MP)
Ad Week,adweek.com/,"22,200",Content Focused (CF),Major Publication (MP)
News Day,newsday.com/,"4,400",Content Focused (CF),Major Publication (MP)
O Magazine,oprah.com/,"246,000",Content Focused (CF),Major Publication (MP)
The Street,thestreet.com/,"3,600",Content Focused (CF),Major Publication (MP)
BHG,bhg.com/,"9,900",Content Focused (CF),Major Publication (MP)
Trip Savvy,tripsavvy.com/,170,Content Focused (CF),Major Publication (MP)
InformationWeek,informationweek.com/,110,Content Focused (CF),Major Publication (MP)
Curbed,curbed.com/,320,Content Focused (CF),Major Publication (MP)
Health.com,health.com/,"1,600",Content Focused (CF),Major Publication (MP)
Harpers Bazaar,harpersbazaar.com/,"27,100",Content Focused (CF),Major Publication (MP)
Good House Keeping,goodhousekeeping.com/,"33,100",Content Focused (CF),Major Publication (MP)
Self.com,self.com/,"1,000",Content Focused (CF),Major Publication (MP)
9 to 5 Mac,9to5mac.com/,"49,000",Content Focused (CF),Major Publication (MP)
Investors.com,investors.com/,"3,600",Content Focused (CF),Major Publication (MP)
Mind Body Green,mindbodygreen.com/,210,Content Focused (CF),Major Publication (MP)
Consumerist,consumerist.com/,480,Content Focused (CF),Major Publication (MP)
Small Biz Trends,smallbiztrends.com/,320,Content Focused (CF),Major Publication (MP)
House Beautiful,housebeautiful.com/,"27,100",Content Focused (CF),Major Publication (MP)
Business.com,business.com/,720,Content Focused (CF),Major Publication (MP)
Cafe Mom,cafemom.com/,"4,400",Content Focused (CF),Major Publication (MP)
Before Its News,beforeitsnews.com/,"18,100",Content Focused (CF),Major Publication (MP)
Tech Times,techtimes.com/,"1,000",Content Focused (CF),Major Publication (MP)
Brides,brides.com/,590,Content Focused (CF),Major Publication (MP)
Brit + Co,brit.co/,"4,400",Content Focused (CF),Major Publication (MP)
Arthritis.org,arthritis.org/,590,Content Focused (CF),Major Publication (MP)
Parenting,parenting.com/,260,Content Focused (CF),Major Publication (MP)
Ellen Tube,ellentube.com/,110,Content Focused (CF),Major Publication (MP)
PYMNTS,pymnts.com/,210,Content Focused (CF),Major Publication (MP)
Sunset.com,sunset.com/,390,Content Focused (CF),Major Publication (MP)
Tech News World,technewsworld.com/,150,Content Focused (CF),Major Publication (MP)
Auto Mobile Magazine,automobilemag.com/,10,Content Focused (CF),Major Publication (MP)
My Domaine,mydomaine.com/,900,Content Focused (CF),Major Publication (MP)
Smart Brief,smartbrief.com/,500,Content Focused (CF),Major Publication (MP)
Tech.co,tech.co/,200,Content Focused (CF),Major Publication (MP)
Programmable Web,programmableweb.com,700,Content Focused (CF),Major Publication (MP)
All Women's Talk,allwomenstalk.com/,100,Content Focused (CF),Major Publication (MP)
Hotrod,hotrod.com/,"6,400",Content Focused (CF),Major Publication (MP)
InvestmentNews.com,investmentnews.com/,10,Content Focused (CF),Major Publication (MP)
Todays Parents,todaysparent.com/,"1,300",Content Focused (CF),Major Publication (MP)
inTouch Weekly,intouchweekly.com/,500,Content Focused (CF),Major Publication (MP)
The Every Girl,theeverygirl.com/,"3,600",Content Focused (CF),Major Publication (MP)
Super Street Online,superstreetonline.com/,150,Content Focused (CF),Major Publication (MP)
Cooks Illustrated,cooksillustrated.com/,"17,000",Content Focused (CF),Major Publication (MP)
Motorcycle.com,motorcycle.com/,700,Content Focused (CF),Major Publication (MP)
Everyday With Rachael Ray,rachaelraymag.com/,350,Content Focused (CF),Major Publication (MP)
Backpacker.com,backpacker.com/,350,Content Focused (CF),Major Publication (MP)
Clark,clark.com,"28,000",Content Focused (CF),Major Publication (MP)
Globe St,globest.com/,10,Content Focused (CF),Major Publication (MP)
Style at Home,styleathome.com/,250,Content Focused (CF),Major Publication (MP)
Lifehacker - Two Cents,twocents.lifehacker.com/,10,Content Focused (CF),Major Publication (MP)
Veg News,vegnews.com/,"2,200",Content Focused (CF),Major Publication (MP)
Fine Home Building,finehomebuilding.com/,500,Content Focused (CF),Major Publication (MP)
Family Circle,familycircle.com/,"7,300",Content Focused (CF),Major Publication (MP)
Biz Report,bizreport.com/,20,Content Focused (CF),Major Publication (MP)
Motorcyclist Online,motorcyclistonline.com/,90,Content Focused (CF),Major Publication (MP)
Transitions Abroad,transitionsabroad.com/,210,Content Focused (CF),Major Publication (MP)
Triathlete,triathlete.com/,"2,400",Content Focused (CF),Major Publication (MP)
Go Nomad,gonomad.com/,60,Content Focused (CF),Major Publication (MP)
Mustang and Fords,mustangandfords.com/,10,Content Focused (CF),Major Publication (MP)
Frame Web,frameweb.com/,10,Content Focused (CF),Major Publication (MP)
Home Business Magagazine,homebusinessmag.com/,10,Content Focused (CF),Major Publication (MP)
Bang Shift,bangshift.com/,500,Content Focused (CF),Major Publication (MP)
Motorcycle Cruiser,motorcyclecruiser.com/,"1,200",Content Focused (CF),Major Publication (MP)
Alive.com,alive.com/,250,Content Focused (CF),Major Publication (MP)
Islands.com,islands.com/,90,Content Focused (CF),Major Publication (MP)
Vaga Bondish,vagabondish.com/,10,Content Focused (CF),Major Publication (MP)
Road Racing World,roadracingworld.com/,350,Content Focused (CF),Major Publication (MP)
Racer X Online Magazine,racerxonline.com/,10,Content Focused (CF),Major Publication (MP)
Trailer Life,trailerlife.com/,"2,900",Content Focused (CF),Major Publication (MP)
Power and Motor Yacht,powerandmotoryacht.com/,30,Content Focused (CF),Major Publication (MP)
Trail Running Magazine,trailrunnermag.com/,800,Content Focused (CF),Major Publication (MP)
Truckin Web Magazine,truckinweb.com/,10,Content Focused (CF),Major Publication (MP)
Multi-Family Executive,multifamilyexecutive.com/,10,Content Focused (CF),Major Publication (MP)
Adoptive Families,adoptivefamilies.com/,250,Content Focused (CF),Major Publication (MP)
PR Week US,prweekus.com/,70,Content Focused (CF),Major Publication (MP)
4 Wheel Offroad,4wheeloffroad.com/,30,Content Focused (CF),Major Publication (MP)
Log Home,loghome.com/,"2,600",Content Focused (CF),Major Publication (MP)
Managed Health Care Executive,managedhealthcareexecutive.com/,10,Content Focused (CF),Major Publication (MP)
Hot Bike Web,hotbikeweb.com/,30,Content Focused (CF),Major Publication (MP)
Muna Luchi Bridal,munaluchibridal.com/,0,Content Focused (CF),Major Publication (MP)
Tire Review,tirereview.com/,"1,100",Content Focused (CF),Major Publication (MP)
Health Care Design Magazine,healthcaredesignmagazine.com/,10,Content Focused (CF),Major Publication (MP)
Motor Home,motorhome.com/,"8,600",Content Focused (CF),Major Publication (MP)
HGTV Remodels,hgtvremodels.com/,150,Content Focused (CF),Major Publication (MP)
Chevy Hi-Performance,chevyhiperformance.com/,10,Content Focused (CF),Major Publication (MP)
Escapees,escapees.com/,"8,400",Content Focused (CF),Major Publication (MP)
Adventure.com,adventure.com/,90,Content Focused (CF),Major Publication (MP)
Health Care Global,healthcareglobal.com/,10,Content Focused (CF),Major Publication (MP)
Cu Journal,cujournal.com/,200,Content Focused (CF),Major Publication (MP)
Insurance Networking,insurancenetworking.com/,0,Content Focused (CF),Major Publication (MP)
Salt Water Sportsman,saltwatersportsman.com/,200,Content Focused (CF),Major Publication (MP)
Low Rider Magazine,lowridermagazine.com/,250,Content Focused (CF),Major Publication (MP)
Get Married,getmarried.com/,"1,500",Content Focused (CF),Major Publication (MP)
Road Runner,roadrunner.travel/,"58,000",Content Focused (CF),Major Publication (MP)
The Asset,theasset.com/,350,Content Focused (CF),Major Publication (MP)
Health Tech Magazine,healthtechmagazine.net/,40,Content Focused (CF),Major Publication (MP)
Behaviroal.net,behavioral.net/,10,Content Focused (CF),Major Publication (MP)
Vette Web,vetteweb.com/,10,Content Focused (CF),Major Publication (MP)
ClassicTrucks.com,classictrucks.com/,80,Content Focused (CF),Major Publication (MP)
Natural Awakening Magazine,naturalawakeningsmag.com/,150,Content Focused (CF),Major Publication (MP)
GBD Magazine,gbdmagazine.com/,0,Content Focused (CF),Major Publication (MP)
Hack Writers,hackwriters.com/,20,Content Focused (CF),Major Publication (MP)
Health 4 Mom,health4mom.org/,10,Content Focused (CF),Major Publication (MP)
Weblog The World,weblogtheworld.com/,10,Content Focused (CF),Major Publication (MP)
Ocean Navigator,oceannavigator.com/,250,Content Focused (CF),Major Publication (MP)
Thriving Family,thrivingfamily.com/,50,Content Focused (CF),Major Publication (MP)
Consumerist,https://consumerist.com/,"3,300",Content Focused (CF),Major Publication (MP)
Arstechnica,https://arstechnica.com/,"29,000",Content Focused (CF),Major Publication (MP)
ALZ.org,https://alz.org/,"2,300",Content Focused (CF),Major Publication (MP)
Small Biz Trends,https://smallbiztrends.com/,150,Content Focused (CF),Major Publication (MP)
Hacker Noon,https://hackernoon.com/,"1,200",Content Focused (CF),Major Publication (MP)
Think Progress,https://thinkprogress.org/,"12,000",Content Focused (CF),Major Publication (MP)
Beta News,https://betanews.com/,300,Content Focused (CF),Major Publication (MP)
Parade.com,https://parade.com/,"7,300",Content Focused (CF),Major Publication (MP)
CR We World,http://crweworld.com/,10,Content Focused (CF),Major Publication (MP)
Quick & Dirty Tips,https://www.quickanddirtytips.com/,10,Content Focused (CF),Major Publication (MP)
We Hear It,https://weheartit.com/,300,Content Focused (CF),Major Publication (MP)